ID;Nome;Capacidade;EstadioID;total_jogos
1541;TRESNJICA                                                   ;7001;;
1542;STROITEL                                                    ;5500;;
1543;SENOL GÜNES SPOR KOMPLEKSI                                  ;9676;;
1544;PIERCESARE TOMBOLATO                                        ;924;;
1545;NOU CAMP DE MORVEDRE                                        ;900;;
1546;GRÜMMI-ARENA                                                ;5446;;
1547;REGENBOOGSTADION                                            ;9746;;
1548;GRIGORIS LAMPRAKIS STADIUM                                  ;850;;
1549;DRAPER TOOLS COMMUNITY STADIUM                              ;2382;;
1550;BOLT ARENA                                                  ;9788;;
1551;PLATINUMCARS ARENA                                          ;6540;;
1552;SPORTPARK HET NOORDERSLAG                                   ;600;;
1553;PUSKÁS ARÉNA                                                ;61476;;
1554;GULDAGER IDRÆTSCENTER                                       ;632;;
1555;NEWTON PARK                                                 ;635;;
1556;OAKWELL STADIUM                                             ;9473;;
1557;ŠPORTNI PARK DOMŽALE                                        ;900;;
1558;ESTÁDIO CARLOS OSÓRIO                                       ;733;;
1559;SUDOSTROITEL                                                ;2000;;
1560;ESTADI COMUNAL D'ANDORRA LA VELLA                           ;90;;
1561;MURRAYFIELD                                                 ;32852;;
1562;ANDRUV STADION                                              ;6118;;
1563;GIPEDO KATSIKAS                                             ;0;;
1564;PARKSTADION                                                 ;5748;;
1565;NECMI KADIOGLU STADYUMU                                     ;0;;
1566;DIMOTIKO GIPEDO TSARITSANIS                                 ;0;;
1567;CAMPO DE FÚTBOL BELTRÁN BÁGUENA                             ;150;;
1568;ELEDA STADION                                               ;8831;;
1569;LINKS PARK                                                  ;789;;
1570;AEL FC ARENA                                                ;7499;;
1571;SPORTPARK DE WAAYENBERG                                     ;300;;
1572;KHALIFA INTERNATIONAL STADIUM                               ;45416;;
1573;WACKER-ARENA                                                ;5000;;
1574;CARL-BENZ-STADION                                           ;500;;
1575;PRINS WILLEM ALEXANDER SPORTPARK                            ;350;;
1576;STADION CUKARICKI                                           ;800;;
1577;RINGSTED STADION                                            ;0;;
1578;VIKTOR-DUKOV-STADION                                        ;250;;
1579;TULLO MORGAGNI                                              ;349;;
1580;SIVAS 4 EYLÜL                                               ;9800;;
1581;JAHNSTADION REGENSBURG                                      ;9464;;
1582;HASTEINSVÖLLUR                                              ;950;;
1583;JANA DALINA STADIONS                                        ;978;;
1584;SZUSZA FERENC STADION                                       ;9785;;
1585;PALLADIUM CAN MISSES                                        ;6445;;
1586;AOK STADION                                                 ;0;;
1587;STADION GJORCE PETROV                                       ;656;;
1588;COLISEUM ALFONSO PÉREZ                                      ;9918;;
1589;STADIO DEI MARMI                                            ;841;;
1590;FRAMVÖLLUR - ÚLFARSÁRDAL                                    ;930;;
1591;BRUNTON PARK                                                ;7793;;
1592;OLYMPIASTADION HELSINKI                                     ;5632;;
1593;VERÓNICA BOQUETE DE SAN LÁZARO                              ;2503;;
1594;MORNFLAKE STADIUM                                           ;5201;;
1595;THE HIVE STADIUM                                            ;6215;;
1596;MUNICIPAL SANTA EULALIA DEL RIO                             ;850;;
1597;TSENTRALNY                                                  ;7000;;
1598;STADION MIEJSKI                                             ;999;;
1599;ESTADI COMUNAL                                              ;850;;
1600;SAN FRANCESCO ASSISI                                        ;3000;;
1601;STADIONS CELTNIEKS                                          ;350;;
1602;SPORTPARK ROODEMOLEN                                        ;250;;
1603;MUNICIPAL DANIEL, GONZALO Y JORGE                           ;0;;
1604;JÆGERSBORG STADION                                          ;0;;
1605;GLAMSBJERG STADION                                          ;0;;
1606;SAN GREGORIO                                                ;0;;
1607;GEOLOG                                                      ;9000;;
1608;NEW VICTORIA PARK                                           ;0;;
1609;DIMOTIKO STADIO KRESTENON                                   ;0;;
1610;GIPEDO ARCHANON                                             ;400;;
1611;ENOSIAKO EPS IPIROU                                         ;0;;
1612;CENTRAL STADIUM ODINTSOVO                                   ;430;;
1613;KUBAN                                                       ;9780;;
1614;STADION HOHELUFT                                            ;5000;;
1615;SAN VITO-LUIGI MARULLA                                      ;8800;;
1616;MUNICIPAL DE SANTA ANA                                      ;610;;
1617;LA ESPIGUERA                                                ;900;;
1618;FORTE ARENA                                                 ;771;;
1619;ARGOSSTADION ACHTER DE KAZERNE                              ;9930;;
1620;RIISVANGEN STADION                                          ;3892;;
1621;KONING BOUDEWIJN STADION                                    ;19786;;
1622;KT SPORTARENA                                               ;1500;;
1623;MONTGOMERY WATERS MEADOW                                    ;9535;;
1624;DE BLAUWE KEI                                               ;0;;
1625;KINGSMEADOW                                                 ;4795;;
1626;DIMOTIKO ATHLITIKO KENTRO ELEFSINAS                         ;300;;
1627;SPORTPARK DE TOEKOMST                                       ;550;;
1628;ALFRED-KUNZE-SPORTPARK                                      ;4999;;
1629;WAR MEMORIAL SPORTS GROUND                                  ;1859;;
1630;NOVO A SENRA                                                ;300;;
1631;STADION NA SIHOTI                                           ;4150;;
1632;STADION NIEDERRHEIN                                         ;6072;;
1633;COMUNALE MATUSA                                             ;9473;;
1634;CAPPIELOW PARK                                              ;958;;
1635;"DIMOTIKO STADIO IERAPETRAS ""PETROS VOUZOUNERAKIS""           ";100;;
1636;STADION AN DER KREUZEICHE                                   ;3168;;
1637;ZATYS                                                       ;500;;
1638;DIMOTIKO STADIO NEAPOLIS VOLOU                              ;0;;
1639;DIMOTIKO GIPEDO FIKIS                                       ;0;;
1640;DIMOTIKO STADIO PYRGOU                                      ;1600;;
1641;MARSCHWEGSTADION                                            ;4805;;
1642;EWOOD PARK                                                  ;9327;;
1643;SPORTPARK DE HANEN WEIDE                                    ;700;;
1644;AMURSELMASH                                                 ;850;;
1645;ZELJEZARE NIKSIC                                            ;900;;
1646;DIMOTIKO GIPEDO SARAKINON                                   ;0;;
1647;SPOTIFY CAMP NOU                                            ;99354;;
1648;VESTAMAGER IDRÆTSANLÆG                                      ;0;;
1649;MAES TEGID                                                  ;890;;
1650;EL MONTECILLO                                               ;0;;
1651;PODOLJE                                                     ;800;;
1652;GUIDO BIONDI                                                ;3118;;
1653;FRIENDS ARENA                                               ;9771;;
1654;A MALATA                                                    ;0;;
1655;DIMOTIKO STADIO NEAS ALIKARNASSOU                           ;0;;
1656;MUTILNOVA                                                   ;400;;
1657;UCD BOWL                                                    ;1361;;
1658;DIMOTIKO STADIO VATAN                                       ;0;;
1659;ESTADIO FERNANDO ASTOBIZA                                   ;2500;;
1660;MEMORIAL STADIUM                                            ;7000;;
1661;STADIUM GAL                                                 ;2500;;
1662;OCTAVIO ESTÉVEZ                                             ;565;;
1663;SR-BANK ARENA                                               ;8300;;
1664;MUNICIPAL DE SANT FRANCESC                                  ;2416;;
1665;HANS-WALTER-WILD-STADION                                    ;5000;;
1666;ESTADIO MUNDIAL 82                                          ;800;;
1667;CITY ARÉNA - ŠTADIÓN ANTONA MALTINSKÉHO                     ;8720;;
1668;DRUSO                                                       ;650;;
1669;"SPORTPARK ""HOUTRUST""                                        ";450;;
1670;STADION MIEJSKI W LODZI IM. WLADYSLAWA KRÓLA                ;6092;;
1671;MOSEVEJ STADION                                             ;469;;
1672;NOU CAMP DE INCA                                            ;0;;
1673;RUBIN                                                       ;5102;;
1674;NØRRESUNDBY STADION                                         ;2000;;
1675;TRUD STADIUM                                                ;700;;
1676;THE LAMEX STADIUM                                           ;6913;;
1677;ATATÜRK OLIMPIYAT STADYUM                                   ;7760;;
1678;TINGBJERG IDRÆTSPARK                                        ;900;;
1679;LORO BORIÇI                                                 ;8958;;
1680;BAUHAUS ARENA                                               ;818;;
1681;SVEBØLLE STADION                                            ;783;;
1682;DIMOTIKO STADIO ROUF                                        ;0;;
1683;WALDSPORTSTÄTTEN                                            ;780;;
1684;LOKOMOTYV                                                   ;600;;
1685;CIUDAD DEPORTIVA DE MASPALOMAS                              ;0;;
1686;STADION U NISY                                              ;9900;;
1687;POLJUD                                                      ;7900;;
1688;KDM GROUP EAST END PARK                                     ;3439;;
1689;ZENTRALSTADION  KOSTANAY                                    ;8420;;
1690;DINAMO STADIUM MAKHACHKALA                                  ;850;;
1691;ZENTRALSTADION IZHEVSK                                      ;4500;;
1692;DIMOTIKO GIPEDO KIFISIAS                                    ;0;;
1693;EL CANDÍN                                                   ;0;;
1694;MOURNEVIEW PARK                                             ;9000;;
1695;SPORTPARK DE ZWAAIER                                        ;900;;
1696;KING FAHD INTERNATIONAL STADIUM                             ;68752;;
1697;ADJARABET ARENA                                             ;20022;;
1698;VALERIO BACIGALUPO                                          ;0;;
1699;RINGE STADION                                               ;0;;
1700;GUNDADALUR                                                  ;850;;
1701;CAMP MUNICIPAL DE SA PLANA- ANDRATX                         ;600;;
1702;HOLM PARK                                                   ;820;;
1703;K-PARK TRAINING ACADEMY                                     ;671;;
1704;NTB DYNAMO KIEW                                             ;0;;
1705;STOCKHORN ARENA                                             ;8150;;
1706;GIPEDO KANALAKIOU                                           ;0;;
1707;ESTADI MUNICIPAL PALAMÓS - COSTA BRAVA                      ;1805;;
1708;NEW TINTO PARK                                              ;0;;
1709;MARIN ANASTASOVICI                                          ;8000;;
1710;NUEVA BALASTERA                                             ;8000;;
1711;DIMOTIKO GIPEDO MAKRAKOMIS                                  ;0;;
1712;GRIFFIN PARK                                                ;8542;;
1713;STADIUMI I QYTETIT TË GJILANIT                              ;2200;;
1714;SPORTPARK EZINGE                                            ;397;;
1715;MRSOOL PARK                                                 ;23500;;
1716;STADION YUNIST                                              ;550;;
1717;VALERIY LOBANOVSKYI STADION                                 ;850;;
1718;AD HOC ARENA IM ERNST-ABBE-SPORTFELD                        ;8043;;
1719;TRUD IM. ELENA ISINBAEVA                                    ;0;;
1720;VITYAZ                                                      ;300;;
1721;LIBERTY WAY                                                 ;1596;;
1722;STADIUMI NIKO DOVANA                                        ;856;;
1723;SPORTPARK PANHUIS                                           ;850;;
1724;ZENTRALSTADION IM. LOGINOVA                                 ;500;;
1725;STADION AKADEMII DPS UKRAINY                                ;300;;
1726;HANNAH PARK                                                 ;0;;
1727;VICTOR TEDESCO STADION                                      ;1627;;
1728;STADION - AN DER GELLERTSTRAßE                              ;3095;;
1729;STADION KARADJORDJE                                         ;976;;
1730;FENIKS-ARENA                                                ;400;;
1731;BANKS'S STADIUM                                             ;4760;;
1732;FRANKENSTADION HEILBRONN                                    ;9283;;
1733;SPORTPARK DE VEGTLUST                                       ;600;;
1734;NEW CENTRAL PARK                                            ;805;;
1735;DIMOTIKO GIPEDO MACHERADOU                                  ;0;;
1736;GRADSKI STADION                                             ;6500;;
1737;STADION IM. VALERIYA LOBANOVSKOGO                           ;8500;;
1738;TÓRSVØLLUR                                                  ;868;;
1739;SGAFKST                                                     ;2000;;
1740;SPORTPARK DE MATEN                                          ;0;;
1741;BIJELI BRIJEG                                               ;7000;;
1742;SPARTAKOVETS IM. N.P. STAROSTINA                            ;500;;
1743;SPORTPARK DENOEK                                            ;750;;
1744;MOSKVICH                                                    ;2350;;
1745;SACHKHERE STADIUM                                           ;1458;;
1746;EL PLANTÍO                                                  ;900;;
1747;CIUDAD DE PUERTOLLANO                                       ;0;;
1748;LA VIDRIERA                                                 ;1900;;
1749;KUNSTGRÆSBANEN JETSMARK                                     ;200;;
1750;BRUNO BENELLI                                               ;725;;
1751;E. C. J. DE ALMEIDA FREITAS                                 ;992;;
1752;JASSIM BIN HAMAD                                            ;7726;;
1753;TOMUSINETS                                                  ;800;;
1754;BORUP STADION                                               ;0;;
1755;DIMOTIKO GIPEDO ATALANTIS                                   ;0;;
1756;BIRKERÖD STADION                                            ;475;;
1757;VÄRE AREENA                                                 ;3200;;
1758;LIBERO LIBERATI                                             ;4000;;
1759;START                                                       ;9913;;
1760;CAPELLI SPORT STADION, KØGE IDRÆTSPARK                      ;788;;
1761;NYA ULLEVI                                                  ;8124;;
1762;LATHAM PARK                                                 ;1400;;
1763;SOFFY ROAD                                                  ;2000;;
1764;GHENCEA (1974-2018)                                         ;14841;;
1765;AS EIROAS                                                   ;600;;
1766;ELBASAN ARENA                                               ;980;;
1767;ST. JAKOB-PARK                                              ;8314;;
1768;STADION ELEKTROMETALURG                                     ;550;;
1769;WALLACE BINDER STADIUM                                      ;1876;;
1770;DIMOTIKO STADIO KILKIS                                      ;0;;
1771;STADE PARSEMAIN                                             ;5432;;
1772;STADION ZELEZARNICA                                         ;3100;;
1773;TERNOPILSKY STADION                                         ;7000;;
1774;VENTSPILS CENTRAL STADIUM                                   ;4200;;
1775;BURSA ATATÜRK STADYUMU                                      ;9812;;
1776;SPORTPARK DE BIEZEN                                         ;450;;
1777;ESKILDSTRUP STADION                                         ;0;;
1778;STADION SPARTAKA MYJAVA                                     ;2057;;
1779;SPORTPARK DE STROKEL                                        ;650;;
1780;STADION OBERWERTH                                           ;7500;;
1781;MARYANIVSKYI                                                ;75;;
1782;PURDIE WORLDWIDE COMMUNITY STADIUM                          ;0;;
1783;SPORTPARK FAAS WILKES                                       ;700;;
1784;TALLAGHT STADIUM                                            ;880;;
1785;BLAIRMOUNT PARK                                             ;115;;
1786;LA JUVENTUD                                                 ;4000;;
1787;TOFIQ BAHRAMOV REPUBLICAN STADIUM                           ;8231;;
1788;STADION MIEJSKI W BIELSKU-BIALEJ                            ;7411;;
1789;SMÖRUM IDRAETSCENTER                                        ;834;;
1790;GIPEDO NEON EPIVATON                                        ;0;;
1791;TIVOLI                                                      ;31736;;
1792;ARENA ZABRZE                                                ;19528;;
1793;DE EBBENHORST                                               ;800;;
1794;SPORTPARK DE DEM                                            ;825;;
1795;SEAVIEW                                                     ;948;;
1796;GOSK BRESTSKIY                                              ;9700;;
1797;BOZSIK JÓZSEF  STADION                                      ;5100;;
1798;"STADIO ""ANTHI KARAGIANNI""                                   ";3500;;
1799;GIPEDO MEGARA                                               ;0;;
1800;SAN BARTOLOMÉ                                               ;0;;
1801;KAISERSTUHLSTADION                                          ;3890;;
1802;NOVYE KHIMKI                                                ;900;;
1803;OLIMP-2                                                     ;9873;;
1804;SHAMROCK PARK                                               ;500;;
1805;GIPEDO PAOK KRISTONIS                                       ;0;;
1806;KÓPAVOGSVÖLLUR                                              ;968;;
1807;SPARTAK FUßBALLFELD ? 4                                     ;0;;
1808;LOHRHEIDESTADION                                            ;3323;;
1809;BALMOOR STADIUM                                             ;691;;
1810;HAMOSHAVA STADIUM                                           ;9450;;
1811;REY JUAN CARLOS I                                           ;2050;;
1812;SPORTPARK CROMWIJCK                                         ;0;;
1813;SPORTPARK HÖHENBERG                                         ;8343;;
1814;LA SALERA                                                   ;1114;;
1815;COSIMO PUTTILLI                                             ;2621;;
1816;EL BURGO                                                    ;1000;;
1817;DIMOTIKO STADIO KAMARIOU                                    ;0;;
1818;JUAN CARLOS HIGUERO                                         ;3500;;
1819;INNVIERTEL ARENA                                            ;4200;;
1820;DIMOTIKO STADIO SPARTIS                                     ;0;;
1821;ROSHCHINO ARENA                                             ;275;;
1822;YARROW PARK                                                 ;100;;
1823;YENI SAKARYA ATATÜRK STADYUMU                               ;0;;
1824;STADE CHABAN-DELMAS                                         ;26609;;
1825;TRENING CENTAR PETAR MILOSEVSKI                             ;500;;
1826;GUIDO TEGHIL                                                ;600;;
1827;SAN PABLO                                                   ;0;;
1828;DIMOTIKO GIPEDO ZONIANON                                    ;0;;
1829;STADIO AMFISSAS                                             ;1000;;
1830;GIPEDO DIAVOLITSIOU                                         ;0;;
1831;ZENTRALSTADION VINNYTSYA                                    ;1800;;
1832;DALYMOUNT PARK                                              ;1253;;
1833;STADE JOSY BARTHEL                                          ;7983;;
1834;EAST PEFFERMILL                                             ;0;;
1835;ULRICH-HABERLAND-STADION                                    ;2488;;
1836;FREUNDSCHAFTSSTADION                                        ;3000;;
1837;ESTÁDIO DR. MACHADO DE MATOS                                ;994;;
1838;STADE DES COSTIÈRES                                         ;3526;;
1839;STADION AN DER HAFENSTRAßE                                  ;300;;
1840;SPORTANLAGE SÜLZWIESEN                                      ;4000;;
1841;GRADSKI STADION IVAN KUSEK APAS                             ;3407;;
1842;STADION LIVYI BEREG                                         ;800;;
1843;MILLERNTOR-STADION                                          ;29546;;
1844;FREDERIKSBERG IDRÆTSPARK                                    ;523;;
1845;CHAPÍN                                                      ;673;;
1846;CHERNIGIV-ARENA                                             ;170;;
1847;EL SARDINERO                                                ;9719;;
1848;DIMOTIKO STADIO GIANNITSON                                  ;0;;
1849;DIMOTIKO STADIO MESSINIS                                    ;0;;
1850;STADION DE ESSERBERG                                        ;225;;
1851;ÚJ HIDEGKUTI NÁNDOR STADION                                 ;0;;
1852;ANTONIO DOMÍNGUEZ ALFONSO                                   ;0;;
1853;VICENTE SANZ                                                ;1200;;
1854;SAN JUAN-DONIBANE                                           ;80;;
1855;KASSAM STADIUM                                              ;9564;;
1856;FREJA PARK                                                  ;1701;;
1857;PIETRO FORTUNATI                                            ;500;;
1858;PINO ZACCHERIA                                              ;7000;;
1859;BSA TORPEDO                                                 ;656;;
1860;SPORTPARK DE WETERING                                       ;750;;
1861;"DIMOTIKO STADIO SPATON ""DIMITRIS DIMITRIOU""                 ";0;;
1862;ROVANIEMEN KESKUSKENTTÄ                                     ;2000;;
1863;FERENC-PUSKÁS-STADION                                       ;5147;;
1864;LEUNA-CHEMIE-STADION                                        ;9549;;
1865;SPORTPARK POLDER ALBRANDSWAARD                              ;750;;
1866;MUNKESØ STADION KUNST                                       ;0;;
1867;ÚJ ILLOVSZKY RUDOLF STADION                                 ;3622;;
1868;MIKA STADIUM                                                ;2760;;
1869;KARL-LIEBKNECHT-STADION                                     ;7200;;
1870;LA CONSTITUCIÓN                                             ;950;;
1871;COURT PLACE FARM                                            ;667;;
1872;ANOETA                                                      ;8819;;
1873;IBEROAMERICANO BAHÍA SUR                                    ;400;;
1874;MARIENLYSTCENTRET                                           ;400;;
1875;GRBAVICA                                                    ;9268;;
1876;STADE JOS HAUPERT                                           ;1927;;
1877;PASARÓN                                                     ;5346;;
1878;BATUMI STADIUM                                              ;8829;;
1879;SPORTPARK MAARSCHALKERWEERD                                 ;0;;
1880;SPORTPARK ’T SAORBROOK                                      ;400;;
1881;PERVOMAISKIY                                                ;2300;;
1882;VODNIK                                                      ;600;;
1883;1ST FIELD OF SMENA STADIUM                                  ;2515;;
1884;HIKVISION ARENA                                             ;900;;
1885;CLAGGAN PARK                                                ;0;;
1886;SPORTPARK ZWALUWENLAAN                                      ;750;;
1887;LINDHOLM HØJE STADION                                       ;0;;
1888;DINAZ                                                       ;350;;
1889;PSD BANK ARENA                                              ;8177;;
1890;THE HAMISH B ALLAN STADIUM                                  ;0;;
1891;ÁLVAREZ CLARO                                               ;700;;
1892;SØHOLT IDRÆTSPARK                                           ;0;;
1893;INDEPENDENCE GROUND                                         ;2968;;
1894;ISHØJ IDRÆTSCENTER                                          ;1226;;
1895;ALFONSO MURUBE                                              ;6500;;
1896;RAKVERE LINNASTAADION                                       ;750;;
1897;PRIDE PARK STADIUM                                          ;7204;;
1898;SILEKS STADION                                              ;0;;
1899;STEEL PARK                                                  ;1387;;
1900;THE AUTOMATED TECHNOLOGY GROUP STADIUM                      ;3703;;
1901;NUEVO COLOMBINO                                             ;6000;;
1902;ERNST-HAPPEL-STADION                                        ;6835;;
1903;JOKRI PARK                                                  ;1787;;
1904;HIDEGKUTI NÁNDOR STADION                                    ;1200;;
1905;VÖHLIN-STADION                                              ;3719;;
1906;NISSAN STADIUM                                              ;68742;;
1907;VIÐ LØKIN                                                   ;553;;
1908;ESTÁDIO CD TROFENSE                                         ;790;;
1909;SPORTPARK MEILUST                                           ;900;;
1910;MUNICIPAL DE MANISES                                        ;0;;
1911;GIPEDO MALEME                                               ;850;;
1912;RODINA                                                      ;329;;
1913;ENEA POZNAN                                                 ;29122;;
1914;FRANCISCO ARTÉS CARRASCO                                    ;4000;;
1915;ETHNIKO STADIO CHANION                                      ;0;;
1916;STADION RUJEVICA                                            ;8118;;
1917;GIULESTI - VALENTIN STANESCU                                ;7616;;
1918;STADION DRUZHBA                                             ;0;;
1919;ASCO ARENA                                                  ;2550;;
1920;VEROULIO                                                    ;0;;
1921;SPORTPARK SMITSHOEK                                         ;2000;;
1922;STADION VOGELGESANG                                         ;4500;;
1923;RUTA DE LA PLATA                                            ;800;;
1924;SK PODILLYA                                                 ;0;;
1925;PENNYPIT PARK                                               ;806;;
1926;ESKISEHIR ATATÜRK                                           ;9700;;
1927;SPORTPARK DUINWETERING                                      ;871;;
1928;RAYDALE PARK                                                ;380;;
1929;BESHTAU                                                     ;680;;
1930;DIMOTIKO STADIO NAOUSAS                                     ;0;;
1931;FRANS HEESEN STADION                                        ;711;;
1932;SPORTPARK DE BOSRAND                                        ;250;;
1933;PIETRO BARBETTI                                             ;992;;
1934;SHIELFIELD PARK                                             ;439;;
1935;URBIETA                                                     ;500;;
1936;CENTRAL STADIUM PYATIGORSK                                  ;830;;
1937;MOORSIDE PARK                                               ;0;;
1938;CIUDAD DE LEPE                                              ;3512;;
1939;STADION IM. G. TONKOCHEYEVA                                 ;0;;
1940;BALEAR                                                      ;400;;
1941;LINO TURINA                                                 ;990;;
1942;DIMOTIKO STADIO STAVROU                                     ;0;;
1943;LARS R. JACOBSEN PARK                                       ;2095;;
1944;ENRIQUE ROCA                                                ;5440;;
1945;SPORTPARK 'T HEERENLAND                                     ;250;;
1946;SPORTPARK DE MEERN                                          ;700;;
1947;SPORTPARK DE KOOLTUIN                                       ;550;;
1948;TURNER'S CROSS                                              ;6745;;
1949;PARK LANE                                                   ;0;;
1950;GLANFORD PARK                                               ;5699;;
1951;PARK AVENUE                                                 ;2100;;
1952;YENI BUCA STADI                                             ;2000;;
1953;GARGŽDU MIESTO STADIONAS                                    ;2000;;
1954;KRISTALL                                                    ;2070;;
1955;SKALBORG STADION                                            ;0;;
1956;MUNICIPAL DE SA PLANA- ANDRATX                              ;1600;;
1957;DEESIDE STADIUM                                             ;573;;
1958;DINAMO ARENA                                                ;9425;;
1959;SPARTAK ACADEMY STADIUM IMENI CHERENKOVA                    ;700;;
1960;VICTORY PARK                                                ;3526;;
1961;DIMOTIKO STADIO EDESSAS                                     ;0;;
1962;LOS ARCOS                                                   ;4000;;
1963;RAYMOND MCENHILL STADIUM                                    ;1313;;
1964;YORK ROAD                                                   ;3205;;
1965;HØJE BØGE STADION                                           ;566;;
1966;OPS WIND ARENA                                              ;887;;
1967;ECOLOG ARENA                                                ;3200;;
1968;HUMLEHAVESKOLEN                                             ;0;;
1969;STADE DE LA VILLE DE DIFFERDANGE                            ;952;;
1970;GIGG LANE                                                   ;7064;;
1971;ROMÁN SUÁREZ PUERTA                                         ;1243;;
1972;ROERSLEV STADION                                            ;450;;
1973;KRISTALL STADION SYZRAN                                     ;2070;;
1974;NUEVO MATAPIÑONERA                                          ;2500;;
1975;SATURN                                                      ;6358;;
1976;SPORTPARK IN DE BANDERT                                     ;600;;
1977;STADE DU RAY                                                ;9342;;
1978;EDGELEY PARK                                                ;9178;;
1979;STADIUM OKTYABR                                             ;100;;
1980;ALCALDE MANOLO CANDOCIA                                     ;0;;
1981;ŠPORTNI PARK GORICA                                         ;700;;
1982;ALFHEIM STADION                                             ;760;;
1983;TARMAC SILVERLANDS STADIUM                                  ;3642;;
1984;MILL FARM                                                   ;996;;
1985;KLAIPEDOS CENTRINIS STADIONAS                               ;3000;;
1986;AUKSTAITIJA                                                 ;4225;;
1987;MOSELSTADION                                                ;5292;;
1988;KUKUS                                                       ;1558;;
1989;SPORTPARK DE HEIKANT                                        ;520;;
1990;GIPEDO OFRYNIOU                                             ;0;;
1991;THE ENCLOSED GROUND                                         ;767;;
1992;MUNICIPAL SEVERIN                                           ;4899;;
1993;WILHELM-LANGREHR-STADION                                    ;3506;;
1994;KOSICKA FUTBALOVA ARENA (KFA)                               ;5855;;
1995;"GIPEDO EVOSMOU ""DIMITRIS KONTIKAKIS""                        ";0;;
1996;CAMP DE FUTBOL - PRADA DE MOLES                             ;500;;
1997;CAMP D’ESPORTS DEL M.I. CONSELL GENERAL                     ;0;;
1998;ETTORE MANNUCCI                                             ;700;;
1999;TINTSHOP PARK                                               ;812;;
2000;THE ASPECT ARENA                                            ;1537;;
2001;BONIFIKA                                                    ;860;;
2002;SPORTPARK CRAEYENHOUT                                       ;800;;
2003;STADE DE FRANCE                                             ;75000;;
2004;GABBIANO                                                    ;330;;
2005;SANTO DOMINGO                                               ;3398;;
2006;DAVID ABASHIDZE STADIUM                                     ;4478;;
2007;MUNICIPAL SAN SEBASTIÁN                                     ;0;;
2008;GLOSTRUP STADION                                            ;0;;
2009;THE PENINSULA STADIUM                                       ;3305;;
2010;BELLSLEA PARK                                               ;727;;
2011;DIMOTIKO GIPEDO VRACHNEIKON                                 ;0;;
2012;LA VEGA                                                     ;0;;
2013;COLOR LINE STADION                                          ;5057;;
2014;TAMESIDE STADIUM                                            ;626;;
2015;ODD STADION                                                 ;3981;;
2016;SONYACHNY                                                   ;950;;
2017;CHERNOMORETS                                                ;27400;;
2018;ESTADIO MUNICIPAL LA ESTACIÓN                               ;1900;;
2019;STADIO DIAGORA                                              ;0;;
2020;LUIS SUÑER PICÓ                                             ;4200;;
2021;STIRLING UNIVERSITY SPORTS CENTRE                           ;598;;
2022;STADE DE LA FRONTIÈRE                                       ;820;;
2023;KAMIL OCAK                                                  ;944;;
2024;ST ANDREW'S STADIUM                                         ;2878;;
2025;RICHMOND PARK                                               ;2800;;
2026;GIOVANNI PAOLO II - NUOVARREDO ARENA                        ;800;;
2027;NSK OLIMPIYSKYI                                             ;9129;;
2028;DAK AMYNTEOU                                                ;0;;
2029;ESTADI NACIONAL D'ANDORRA                                   ;1800;;
2030;ANKARA 19 MAYIS STADYUMU                                    ;9627;;
2031;STADIO FYLIS                                                ;50;;
2032;KING ABDULLAH SPORTS CITY                                   ;61235;;
2033;ESTÁDIO MUNICIPAL JOSÉ BENTO PESSOA                         ;246;;
2034;GIPEDO MESSINIAKOU                                          ;0;;
2035;MYKOLA GORYUSHKIN STADION                                   ;8000;;
2036;GREEN ARENA                                                 ;539;;
2037;NYMOSEN                                                     ;500;;
2038;EMDRUPPARKEN                                                ;0;;
2039;THE BET MCLEAN OVAL                                         ;3200;;
2040;TEDDY-KOLLEK-STADION                                        ;9200;;
2041;TSENTRALNYI IM. M. BRUKVENKO                                ;250;;
2042;LOS PAJARITOS                                               ;8787;;
2043;KOZAK-ARENA                                                 ;500;;
2044;STADION MIEJSKI IM. MARSZALKA JÓZEFA PILSUDSKIEGO           ;9923;;
2045;AKDENIZ ÜNIVERSITESI STADI                                  ;7957;;
2046;STADIO ALFREDO VIVIANI                                      ;2240;;
2047;MAKSIMIR                                                    ;9788;;
2048;KAZHIMUKAN MUNAYTPASOV STADION                              ;3000;;
2049;RAJKO MITIC                                                 ;47201;;
2050;SPORTPARK PUTTERENG                                         ;2000;;
2051;LANGNESE HAPPINESS STADION                                  ;3500;;
2052;BAGSVÆRD STADION                                            ;0;;
2053;STADION STOŽICE                                             ;9265;;
2054;NATIONAL ARENA                                              ;26783;;
2055;STADION IM. BOHDANA MARKEVYCHA                              ;2000;;
2056;DIMOTIKO GIPEDO VOULAS                                      ;0;;
2057;POLISYA                                                     ;0;;
2058;ZENTRALNY STADION                                           ;3100;;
2059;VICTORIA STADIUM                                            ;896;;
2060;OLYMPISCH STADION AMSTERDAM                                 ;650;;
2061;STADIUM MK                                                  ;8316;;
2062;EL CONGOST                                                  ;3177;;
2063;STADIO PARTENIO-ADRIANO LOMBARDI                            ;7000;;
2064;SPORTPARK OFC                                               ;800;;
2065;BWT-STADION AM HARDTWALD                                    ;8644;;
2066;FETCHAM GROVE                                               ;1797;;
2067;GREVE STADION                                               ;3500;;
2068;STADE JOS NOSBAUM                                           ;891;;
2069;WÖRTHERSEESTADION                                           ;769;;
2070;DIMOTIKO STADIO KOZANIS                                     ;0;;
2071;PRINCES PARK                                                ;2705;;
